,ID,EN,CZ,EN_tokens,CZ_tokens
223,223,"In this paper we present a preliminary research into the linguistic structure of evaluative meaning in Czech. We describe the ways the evaluative meaning is modelled in Czech using means from different layers of linguistic description, mainly morphology. Moreover, we use the construction grammar framework (see Fried and Östman 2004) to capture evaluative sentences and to depict the relationship between structure, meaning and use of evaluative expressions in language, joining the growing body of constructional research concerning the expressions of subjective judgement, broadly defined (e.g. Matsumoto 2008, Fried and Östman 2009, Terkourafi 2010). ","Předběžný výzkum struktury evaluativního významu v češtině. Popisujeme způsoby, jakými je evaluativní význam modelován na různých úrovních popisu jazyka, především však na rovině morfologické. Při formalizaci využíváme konstrukčně-gramatického formalismu.","['paper', 'present', 'preliminari', 'research', 'linguist', 'structur', 'evalu', 'mean', 'czech', 'describ', 'way', 'evalu', 'mean', 'model', 'czech', 'use', 'mean', 'differ', 'layer', 'linguist', 'descript', 'mainli', 'morpholog', 'moreov', 'use', 'construct', 'grammar', 'framework', 'see', 'fri', 'östman', 'captur', 'evalu', 'sentenc', 'depict', 'relationship', 'structur', 'mean', 'use', 'evalu', 'express', 'languag', 'join', 'grow', 'bodi', 'construct', 'research', 'concern', 'express', 'subject', 'judgement', 'broadli', 'defin', 'matsumoto', 'fri', 'östman', 'terkourafi']","['předběžn', 'výzkum', 'struktur', 'evaluativn', 'význam', 'česk', 'popisujem', 'způsob', 'jak', 'evaluativn', 'význam', 'modelován', 'různ', 'úrovn', 'popis', 'jazyk', 'předev', 'rovin', 'morfologick', 'formalizak', 'využívám', 'formalism']"
224,224,"In this talk we focus on sentiment analysis, i.e. linguistic analysis of emotions and opinions expressed in speech or in text.","V přednášce se zaměříme na problematiku postojové analýzy, tedy lingvistického zkoumání emocí, názorů a postojů vyjádřených v textu nebo v řeči. Shrneme dosavadní bádání v oboru a zaměříme se na jednotlivé aspekty vyjadřování emocí: na stránku lexikální (slovník hodnotících výrazů pro češtinu, evaluativní idiomy), gramatickou (význam jednotlivých slovních druhů, typické syntaktické vzorce hodnotících vět) a především sémantickou a pragmatickou. Dále představíme dostupné aplikace vycházející z postojové analýzy a nastíníme problémy a výzvy, které jsou v této disciplíně aktuální – např. automatická detekce cílů hodnocení či zapojení nadvětné syntaxe.","['talk', 'focu', 'sentiment', 'analysi', 'linguist', 'analysi', 'emot', 'opinion', 'express', 'speech', 'text']","['přednášk', 'zaměřím', 'problematik', 'postoj', 'analýz', 'lingvistick', 'zkoumán', 'emoc', 'názor', 'postoj', 'vyjádřen', 'text', 'řek', 'shrnem', 'dosavadn', 'bádán', 'obor', 'zaměřím', 'jednotliv', 'aspekt', 'vyjadřován', 'emoc', 'stránk', 'lexikáln', 'slovník', 'hodnotíc', 'výraz', 'česk', 'evaluativn', 'idiom', 'gramatick', 'význam', 'jednotliv', 'slovn', 'druh', 'typick', 'syntaktick', 'vzork', 'hodnotíc', 'vět', 'předev', 'sémantick', 'pragmatick', 'představím', 'dostupn', 'aplikak', 'vycházejíc', 'postoj', 'analýz', 'nastíním', 'problém', 'výzv', 'disciplín', 'aktuáln', 'automatick', 'detekk', 'cíl', 'hodnocen', 'zapojen', 'nadvětn', 'syntax']"
225,225,"The talk was dedicated to syntactic position of non-conguent attribute expressed by a noun in genitive, including categorization based on PDT data.","Příspěvek byl věnován problematice neshodného genitivního přívlastku, konkrétně možnostem jeho pronikání do antepozice. V hlavní části jsme se věnovali kategorizaci neshodných genitivních přívlastků vyskytujících se v antepozici na datech z PDT.","['talk', 'dedic', 'syntact', 'posit', 'attribut', 'express', 'noun', 'genit', 'includ', 'categor', 'base', 'pdt', 'data']","['příspěvek', 'věnován', 'problematik', 'neshodn', 'genitivn', 'přívlastk', 'konkrétn', 'možnost', 'pronikán', 'antepozik', 'hlavn', 'část', 'věnoval', 'kategorizak', 'neshodn', 'genitivn', 'přívlastk', 'vyskytujíc', 'antepozik', 'dat', 'pdt']"
226,226,"This contribution describes improvements of opinion target identification in sentiment analysis, employing methods from quantitative linguistics, namely thematic concentration of the text.","Příspěvek popisuje možnosti vylepšení automatické detekce hodnocených entit v rámci postojové analýzy za využití metod kvantitativní lingvistiky, přesněji tematické koncentrace textu. ","['contribut', 'describ', 'improv', 'opinion', 'target', 'identif', 'sentiment', 'analysi', 'employ', 'method', 'quantit', 'linguist', 'name', 'themat', 'concentr', 'text']","['příspěvek', 'popisuj', 'možnost', 'vylepšen', 'automatick', 'detekk', 'hodnocen', 'entit', 'rámk', 'postoj', 'analýz', 'využit', 'metod', 'kvantitativn', 'lingvistik', 'přesněj', 'tematick', 'koncentrak', 'text']"
227,227,"The aim of this paper is to introduce the Czech subjectivity lexicon, a new lexical resource for sentiment analysis in Czech. We describe particular stages of the manual refinement of the lexicon and demonstrate its use in the state-of-the-art polarity classifiers, namely the Maximum Entrophy classifier. We test the success rate of the system enriched with the dictionary on different data sets, compare the results and suggest some further improvements of the lexicon-based classification system. ","Cílem tohoto článku je představit Czech subjectivity lexicon, nový lexikální zdroj pro analýzu sentimentu v češtině. Popisujeme jednotlivé fáze manuálních úprav slovníku a demonstrujeme jeho využití při klasifikaci polarity, respektive pro trénování Maximum Entrophy klasifikátoru. Úspěšnost klasifikátoru obohaceného o slovník testujeme na několika datasetech. Na základě výsledků navrhujeme vylepšení stávajícího systému.","['aim', 'paper', 'introduc', 'czech', 'subject', 'lexicon', 'new', 'lexic', 'resourc', 'sentiment', 'analysi', 'czech', 'describ', 'particular', 'stage', 'manual', 'refin', 'lexicon', 'demonstr', 'use', 'polar', 'classifi', 'name', 'maximum', 'entrophi', 'classifi', 'test', 'success', 'rate', 'system', 'enrich', 'dictionari', 'differ', 'data', 'set', 'compar', 'result', 'suggest', 'improv', 'classif', 'system']","['cíl', 'představit', 'czech', 'subjectivit', 'lexicon', 'lexikáln', 'zdroj', 'analýz', 'sentiment', 'česk', 'popisujem', 'jednotliv', 'fáh', 'manuáln', 'úprav', 'slovník', 'demonstrujem', 'využit', 'klasifikak', 'polarit', 'respektiv', 'trénován', 'maximum', 'entroph', 'klasifikátor', 'úspěšnost', 'klasifikátor', 'obohacen', 'slovník', 'testujem', 'několik', 'dataset', 'základ', 'výsledk', 'navrhujem', 'vylepšen', 'stávajíc', 'syst']"
228,228,"Although sentiment analysis has been gaining a booming interest recently, most experiments use only plain text corpora. This poster shows that an existing richly annotated Prague Dependency Treebank can be exploited as a source of valuable information important for various opinion mining subtasks. ","Přestože je postojová analýza široce zkoumaným odvětvím, většina výzkumu probíhá na prostém textu. Tento poster ukazuje využití závislostních dat z PDT pro nejrůznější úlohy v rámci opinion miningu. ","['although', 'sentiment', 'analysi', 'gain', 'boom', 'interest', 'recent', 'experi', 'use', 'plain', 'text', 'corpora', 'poster', 'show', 'exist', 'richli', 'annot', 'pragu', 'depend', 'treebank', 'exploit', 'sourc', 'valuabl', 'inform', 'import', 'variou', 'opinion', 'mine', 'subtask']","['přestoh', 'postoj', 'analýz', 'širok', 'zkouman', 'odvět', 'větš', 'výzkum', 'probíh', 'pros', 'text', 'poster', 'ukazuj', 'využit', 'závislostn', 'dat', 'pdt', 'nejrůznějš', 'úloh', 'rámk', 'opinion', 'mining']"
229,229,"In this paper, we describe and generalize syntactic patterns of structures containing opinion targets, i.e. evaluated entities, taking into account their semantic properties.",V příspěvku popisujeme generalizované vzorce výskytu postojových cílů (opinion targets) v evaluativních konstrukcích.,"['paper', 'describ', 'gener', 'syntact', 'pattern', 'structur', 'contain', 'opinion', 'target', 'evalu', 'entiti', 'take', 'account', 'semant', 'properti']","['příspěvk', 'popisujem', 'generalizovan', 'vzork', 'výskyt', 'postoj', 'cíl', 'opinion', 'targets', 'evaluativn', 'konstrukc']"
230,230,"This paper describes our submission to SemEval 2014 Task 41 (aspect based sentiment analysis). The current work is based on the assumption that it could be advantageous to connect the subtasks into one workflow, not necessarily following their given order. We took part in all four subtasks (aspect term extraction, aspect term polarity, aspect category detection, aspect category polarity), using polarity items detection via various subjectivity lexicons and employing a rule-based system applied on dependency data. To determine aspect categories, we simply look up their WordNet hypernyms. For such a basic method using no machine learning techniques, we consider the results rather satisfactory.","Článek popisuje systém pro automatickou extrakci hodnocených cílů, se kterým jsme se zúčastnili soutěže SemEval 2014. Systém je pravidlový, bez zapojení strojového učení, přesto však dosahuje relativně dobrých výsledků.","['paper', 'describ', 'submiss', 'semev', 'task', 'aspect', 'base', 'sentiment', 'analysi', 'current', 'work', 'base', 'assumpt', 'could', 'advantag', 'connect', 'subtask', 'one', 'workflow', 'necessarili', 'follow', 'given', 'order', 'took', 'part', 'four', 'subtask', 'aspect', 'term', 'extract', 'aspect', 'term', 'polar', 'aspect', 'categori', 'detect', 'aspect', 'categori', 'polar', 'use', 'polar', 'item', 'detect', 'via', 'variou', 'subject', 'lexicon', 'employ', 'system', 'appli', 'depend', 'data', 'determin', 'aspect', 'categori', 'simpli', 'look', 'wordnet', 'hypernym', 'basic', 'method', 'use', 'machin', 'learn', 'techniqu', 'consid', 'result', 'rather', 'satisfactori']","['popisuj', 'sys', 'automatick', 'extrakk', 'hodnocen', 'cíl', 'kter', 'zúčastnil', 'soutěh', 'semeval', 'sys', 'pravidl', 'zapojen', 'stroj', 'učen', 'přest', 'dosahuj', 'relativn', 'dobr', 'výsledk']"
231,231,"In this paper, we show some properties of function words in dependency trees. Function words are grammatical words, such as articles, prepositions, pronouns, conjunctions, or auxiliary verbs. These words are often short and very frequent in texts and therefore many of them can be easily recognized. We formulate a hypothesis that function words tend to have a fixed number of dependents and we prove this hypothesis on treebanks. Using this hypothesis, we are able to improve unsupervised dependency parsing and outperform previously published state-of-the-art results for many languages. ",Používání funkčních slov v neřízeném závislostním parsingu. Používání funkčních slov v neřízeném závislostním parsingu.,"['paper', 'show', 'properti', 'function', 'word', 'depend', 'tree', 'function', 'word', 'grammat', 'word', 'articl', 'preposit', 'pronoun', 'conjunct', 'auxiliari', 'verb', 'word', 'often', 'short', 'frequent', 'text', 'therefor', 'mani', 'easili', 'recogn', 'formul', 'hypothesi', 'function', 'word', 'tend', 'fix', 'number', 'depend', 'prove', 'hypothesi', 'treebank', 'use', 'hypothesi', 'abl', 'improv', 'unsupervis', 'depend', 'pars', 'outperform', 'previous', 'publish', 'result', 'mani', 'languag']","['používán', 'funkčn', 'slov', 'neříze', 'závislost', 'parsing', 'používán', 'funkčn', 'slov', 'neříze', 'závislost', 'parsing']"
232,232,"When deploying a spoken dialogue system in a new domain, one faces a situation where little to no data is available to train domain-specific statistical models. We describe our experience with bootstrapping a dialogue system for public transit and weather information in real-word deployment under public use. We proceeded incrementally, starting from a minimal system put on a toll-free telephone number to collect speech data. We were able to incorporate statistical modules trained on collected data – in-domain speech recognition language models and spoken language understanding – while simultaneously extending the domain, making use of automatically generated semantic annotation. Our approach shows that a successful system can be built with minimal effort and no in-domain data at hand.","Při nasazování dialogového systému pro novou doménu je nutné se vypořádat s nedostatkem trénovacích dat pro doménově specifické statistické modely. V tomto článku popisujeme své zkušenosti s vytvářením dialogového systému pro informace o veřejné dopravě a počasí přímo za provozu s uživateli z řad veřejnosti. Postupovali jsme inkrementálně od minimálního systému, který byl nasazen na bezplatné telefonní číslo ke sběru řečových dat. Na získaných datech jsme byli schopni natrénovat statistické modely – doménové jazykové modely pro rozpoznávání řeči a model pro porozumění jazyku, který používá automaticky generovanou sémantickou anotaci. Náš postup ukazuje, že úspěšný systém lze postavit i s minimálním úsilím a bez předem dostupných trénovacích dat pro danou doménu.","['deploy', 'spoken', 'dialogu', 'system', 'new', 'domain', 'one', 'face', 'situat', 'littl', 'data', 'avail', 'train', 'statist', 'model', 'describ', 'experi', 'bootstrap', 'dialogu', 'system', 'public', 'transit', 'weather', 'inform', 'deploy', 'public', 'use', 'proceed', 'increment', 'start', 'minim', 'system', 'put', 'telephon', 'number', 'collect', 'speech', 'data', 'abl', 'incorpor', 'statist', 'modul', 'train', 'collect', 'data', 'speech', 'recognit', 'languag', 'model', 'spoken', 'languag', 'understand', 'simultan', 'extend', 'domain', 'make', 'use', 'automat', 'gener', 'semant', 'annot', 'approach', 'show', 'success', 'system', 'built', 'minim', 'effort', 'data', 'hand']","['nasazován', 'dialog', 'syst', 'nov', 'domén', 'nutn', 'vypořád', 'nedostatk', 'trénovac', 'dat', 'domén', 'specifick', 'statistick', 'model', 'popisujem', 'zkušenost', 'vytváře', 'dialog', 'syst', 'informak', 'veřejn', 'doprav', 'počas', 'přím', 'provoz', 'uživatel', 'řad', 'veřejnost', 'postupoval', 'inkrementáln', 'minimáln', 'syst', 'nasazen', 'bezplatn', 'telefonn', 'čísl', 'sběr', 'řečov', 'dat', 'získan', 'dat', 'schopn', 'natrén', 'statistick', 'model', 'domén', 'jazyk', 'model', 'rozpoznáván', 'řek', 'model', 'porozuměn', 'jazyk', 'použív', 'automatick', 'generovan', 'sémantick', 'anotak', 'postup', 'ukazuj', 'úspěšn', 'sys', 'lze', 'postavit', 'minimál', 'úsi', 'před', 'dostupn', 'trénovac', 'dat', 'dan', 'domén']"
233,233,"We present a supervised learning method for verbal valency frame detection and selection, i.e., a specific kind of word sense disambiguation for verbs based on subcategorization information, which amounts to detecting mentions of events in text. We use the rich dependency annotation present in the Prague Dependency Treebanks for Czech and English, taking advantage of several analysis tools (taggers, parsers) developed on these datasets previously. The frame selection is based on manually created lexicons accompanying these treebanks, namely on PDT-Vallex for Czech and EngVallex for English. The results show that verbal predicate detection is easier for Czech, but in the subsequent frame selection task, better results have been achieved for English.","Prezentujeme metodu strojového učení („s učitelem“) pro detekci a výběr slovesných valenčních rámců, tj. specifický druh desambiguace významu sloves založený na informacích o subkategorizaci; odpovídá to detekci zmínek o událostech v textu. Používáme bohaté závislostní informace z Pražských závislostních korpusů češtiny a angličtiny a několika dříve vyvinutých nástrojů (taggery, parsery). Výběr rámce je založen na slovnících ručně sestavených pro tyto korpusy – PDT-Vallexu pro češtinu a EngVallexu pro angličtinu. Výsledky ukazují, že detekce predikátů je snažší v češtině, ale při výběr správného rámce jsme dosáhli lepších výsledků v angličtině.","['present', 'supervis', 'learn', 'method', 'verbal', 'valenc', 'frame', 'detect', 'select', 'specif', 'kind', 'word', 'sens', 'disambigu', 'verb', 'base', 'subcategor', 'inform', 'amount', 'detect', 'mention', 'event', 'text', 'use', 'rich', 'depend', 'annot', 'present', 'pragu', 'depend', 'treebank', 'czech', 'english', 'take', 'advantag', 'sever', 'analysi', 'tool', 'tagger', 'parser', 'develop', 'dataset', 'previous', 'frame', 'select', 'base', 'manual', 'creat', 'lexicon', 'accompani', 'treebank', 'name', 'czech', 'engvallex', 'english', 'result', 'show', 'verbal', 'predic', 'detect', 'easier', 'czech', 'subsequ', 'frame', 'select', 'task', 'better', 'result', 'achiev', 'english']","['prezentujem', 'metod', 'stroj', 'učen', 'učitel', 'detekk', 'výběr', 'slovesn', 'valenčn', 'rámc', 'tj', 'specifick', 'druh', 'desambiguak', 'význam', 'slo', 'založen', 'informac', 'subkategorizak', 'odpovíd', 'detekk', 'zmínek', 'událost', 'text', 'používám', 'bohat', 'závislostn', 'informak', 'pražsk', 'závislostn', 'korpus', 'česk', 'anglick', 'několik', 'dřív', 'vyvinut', 'nástroj', 'tagger', 'parser', 'výběr', 'rámk', 'založen', 'slovníc', 'ručn', 'sestaven', 'korpus', 'česk', 'engvallex', 'anglick', 'výsledk', 'ukazuj', 'detekk', 'predikát', 'snažš', 'česk', 'výběr', 'správn', 'rámk', 'dosáhl', 'lepš', 'výsledk', 'anglick']"
234,234,"This package contains data sets for development and testing of machine translation of sentences from summaries of medical articles between Czech, English, French, and German.","Tento balíček obsahuje sady paralelních vět pro vývoj a testování strojového překladu souhrnů vědeckých článků z oboru medicíny mezi češtinou, angličtinou, francouzštinou a němčinou.","['packag', 'contain', 'data', 'set', 'develop', 'test', 'machin', 'translat', 'sentenc', 'summari', 'medic', 'articl', 'czech', 'english', 'french', 'german']","['balíček', 'obsahuj', 'sad', 'paraleln', 'vět', 'vývoj', 'testován', 'stroj', 'překlad', 'souhrn', 'vědeck', 'článk', 'obor', 'medicín', 'česk', 'anglick', 'francouzsk', 'němk']"
235,235,"The WMT 2014 Medical Translation Task poses an interesting challenge for Machine Translation (MT). In the standard translation task, the end application is the translation itself. In this task, the MT system is considered a part of a larger system for cross-lingual information retrieval (IR).","Lékařská překladová úloha na WMT 2014 představuje zajímavou výzvu pro strojový překlad (machine translation, MT). Ve standardní překladové úloze je koncovou aplikací překlad sám o sobě. Naproti tomu v této úloze je systém strojového překladu součástí většího systému pro mezijazykové vyhledávání informací (information retrieval, IR).","['wmt', 'medic', 'translat', 'task', 'pose', 'interest', 'challeng', 'machin', 'translat', 'mt', 'standard', 'translat', 'task', 'end', 'applic', 'translat', 'task', 'mt', 'system', 'consid', 'part', 'larger', 'system', 'inform', 'retriev', 'ir']","['lékařsk', 'překlad', 'úloh', 'wmt', 'představuj', 'zajímav', 'výzv', 'stroj', 'překlad', 'mach', 'translation', 'mt', 'standardn', 'překlad', 'úloh', 'konc', 'aplikac', 'překlad', 'sám', 'sob', 'tom', 'úloh', 'sys', 'stroj', 'překlad', 'součást', 'větš', 'syst', 'mezijazyk', 'vyhledáván', 'informac', 'information', 'retrieval', 'ir']"
236,236,"We present a dataset of telephone conversations in English and Czech, developed to train acoustic models for automatic speech recognition (ASR) in spoken dialogue systems (SDSs). The data comprise 45 hours of speech in English and over 18 hours in Czech. All audio data and a large part of transcriptions was collected using crowdsourcing; the rest was transcribed by hired transcribers. We release the data together with scripts for data re-processing and building acoustic models using the HTK and Kaldi ASR toolkits. We publish the trained models described in this paper as well. The data are released under the CC-BY-SA 3.0 license, the scripts are licensed under Apache 2.0. In the paper, we report on the methodology of collecting the data, on the size and properties of the data, and on the scripts and their use. We verify the usability of the datasets by training and valuating acoustic models using the presented data and scripts.","Prezentujeme sadu nahrávek telefonních hovorů v angličtině a češtině, vytvořenou pro trénování akustických modelů pro automatické rozpoznávání řeči v hlasových dialogových systémech. Data sestávají ze 45 hodin nahrávek v angličtině a více než 18 hodin v češtině. Všechna data a část transkripcí byla získána pomocí crowdsourcingu, zbytek byl přepsán profesionálně. Data zveřejňujeme společně se skripty pro preprocessing a sestavení akustických modelů v nástrojích HTK a Kaldi, včetně modelů natrénovaných na našich datech. Data jsou licencována pod CC-BY-SA 3.0, skripty pod licencí Apache 2.0. V článku popisujeme metodiku sběru dat, jejich velikost a vlastnosti, a trénovací skripty a jejich použití. Použitelnost dat a skriptů demostrujeme natrénováním a validací akustických modelů.","['present', 'dataset', 'telephon', 'convers', 'english', 'czech', 'develop', 'train', 'acoust', 'model', 'automat', 'speech', 'recognit', 'asr', 'spoken', 'dialogu', 'system', 'sdss', 'data', 'compris', 'hour', 'speech', 'english', 'hour', 'czech', 'audio', 'data', 'larg', 'part', 'transcript', 'collect', 'use', 'crowdsourc', 'rest', 'transcrib', 'hire', 'transcrib', 'releas', 'data', 'togeth', 'script', 'data', 'build', 'acoust', 'model', 'use', 'htk', 'kaldi', 'asr', 'toolkit', 'publish', 'train', 'model', 'describ', 'paper', 'well', 'data', 'releas', 'licens', 'script', 'licens', 'apach', 'paper', 'report', 'methodolog', 'collect', 'data', 'size', 'properti', 'data', 'script', 'use', 'verifi', 'usabl', 'dataset', 'train', 'valuat', 'acoust', 'model', 'use', 'present', 'data', 'script']","['prezentujem', 'sad', 'nahrávek', 'telefonn', 'hovor', 'anglick', 'česk', 'vytvořen', 'trénován', 'akustick', 'model', 'automatick', 'rozpoznáván', 'řek', 'hlas', 'dialog', 'systém', 'dat', 'sestávaj', 'hodin', 'nahrávek', 'anglick', 'hodin', 'česk', 'všechn', 'dat', 'část', 'transkripc', 'získán', 'pomoc', 'crowdsourcing', 'zbytek', 'přepsán', 'profesionáln', 'dat', 'zveřejňujem', 'společn', 'skript', 'preprocessing', 'sestaven', 'akustick', 'model', 'nástroj', 'htk', 'kald', 'včetn', 'model', 'natrénovan', 'naš', 'dat', 'dat', 'licencován', 'skript', 'licenc', 'apach', 'popisujem', 'metodik', 'sběr', 'dat', 'velikost', 'vlastnost', 'trénovac', 'skript', 'použit', 'použitelnost', 'dat', 'skript', 'demostrujem', 'natrénová', 'validac', 'akustick', 'model']"
237,237,Vystadial 2013 ASR training scripts provides ASR training scripts for HTK or KALDI developed for training acoustic models for automatic speech recognition in spoken dialogue systems. ,Vystadial 2013 ASR trénovací skripty obsahují skripty pro HTK a KALDI vyvinuté pro trénování akustických modelů pro automatické rozpoznávání řeči v dialogových systémech.,"['vystadi', 'asr', 'train', 'script', 'provid', 'asr', 'train', 'script', 'htk', 'kaldi', 'develop', 'train', 'acoust', 'model', 'automat', 'speech', 'recognit', 'spoken', 'dialogu', 'system']","['vystadial', 'asr', 'trénovac', 'skript', 'obsahuj', 'skript', 'htk', 'kald', 'vyvinut', 'trénován', 'akustick', 'model', 'automatick', 'rozpoznáván', 'řek', 'dialog', 'systém']"
238,238,"Vystadial 2013 is a dataset of telephone conversations in Czech, developed for training acoustic models for automatic speech recognition in spoken dialogue systems. The data comprise over over 15 hours in Czech, plus orthographic transcriptions. ","Vystadial 2013 je databáze telefonních hovorů v češtině, vyvinuté pro trénování akustických modelů pro automatické rozpoznávání řeči v dialogových systémech. Data obsahují více než 15 hodin v českém jazyce.","['vystadi', 'dataset', 'telephon', 'convers', 'czech', 'develop', 'train', 'acoust', 'model', 'automat', 'speech', 'recognit', 'spoken', 'dialogu', 'system', 'data', 'compris', 'hour', 'czech', 'plu', 'orthograph', 'transcript']","['vystadial', 'databáh', 'telefonn', 'hovor', 'česk', 'vyvinut', 'trénován', 'akustick', 'model', 'automatick', 'rozpoznáván', 'řek', 'dialog', 'systém', 'dat', 'obsahuj', 'hodin', 'čes', 'jazyk']"
239,239,"Vystadial 2013 is a dataset of telephone conversations in English, developed for training acoustic models for automatic speech recognition in spoken dialogue systems. The data comprise over over 41 hours in English, plus orthographic transcriptions. ","Vystadial 2013 je databáze telefonních hovorů v anglickém jazyce, vyvinuté pro trénování akustických modelů pro automatické rozpoznávání řeči v dialogových systémech. Data obsahují více než 41 hodin v anglickém jazyce.","['vystadi', 'dataset', 'telephon', 'convers', 'english', 'develop', 'train', 'acoust', 'model', 'automat', 'speech', 'recognit', 'spoken', 'dialogu', 'system', 'data', 'compris', 'hour', 'english', 'plu', 'orthograph', 'transcript']","['vystadial', 'databáh', 'telefonn', 'hovor', 'anglic', 'jazyk', 'vyvinut', 'trénován', 'akustick', 'model', 'automatick', 'rozpoznáván', 'řek', 'dialog', 'systém', 'dat', 'obsahuj', 'hodin', 'anglic', 'jazyk']"
